timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,speed_kmh,latitude,longitude
2025-02-20 15:02:27 +0000,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,55.60237278253252,37.41042212953751
2025-02-20 15:02:27 +0000,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,55.602998994850125,37.41150940565979
2025-02-20 15:02:28 +0000,0.1452484130859375,-0.6803741455078125,-0.7610931396484375,1.2170372009277344,0.34841522574424744,0.2144518494606018,-3.6,55.602805579925295,37.41141660883215
2025-02-20 15:02:29 +0000,-0.7779541015625,0.170989990234375,-0.564056396484375,-0.8001970648765564,0.11981641501188278,0.1504848450422287,0.0,55.60264396485243,37.41127851270101
2025-02-20 15:02:30 +0000,-0.8440093994140625,0.2233734130859375,-0.5185699462890625,0.017847441136837006,-0.006368417292833328,0.01233150064945221,1.1908240914344788,55.602624208666654,37.4112802551995
2025-02-20 15:02:31 +0000,-0.8462066650390625,0.23175048828125,-0.4998321533203125,0.010394318029284477,-0.009325857274234295,0.008876049891114235,1.0368960857391358,55.60262355772834,37.41126427855916
2025-02-20 15:02:33 +0000,-0.810333251953125,0.1980438232421875,-0.5699462890625,0.006858705077320337,-0.007899735122919083,0.0035582494456321,0.7338783502578735,55.60261929475685,37.4112787707453
2025-02-20 15:02:34 +0000,-0.830291748046875,0.1999053955078125,-0.5438079833984375,0.010987670160830021,-0.0043891556560993195,0.007792409509420395,0.3912009358406067,55.602610619308024,37.41128365816797
2025-02-20 15:02:35 +0000,-0.861785888671875,0.2042388916015625,-0.5076446533203125,0.012016182765364647,-0.00392869533970952,0.012799684889614582,0.35093872547149657,55.602614465289705,37.41128344147669
2025-02-20 15:02:39 +0000,-0.8703155517578125,0.1232757568359375,-0.513885498046875,0.029469741508364677,-0.011390605941414833,0.022544456645846367,1.1732707500457764,55.602603818970856,37.41129319959861
2025-02-20 15:02:41 +0000,-0.83251953125,0.1699981689453125,-0.529632568359375,0.006972954608500004,-0.00421205535531044,0.011070494540035725,1.823280930519104,55.60259372769713,37.41130671911791
2025-02-20 15:02:43 +0000,-0.74359130859375,0.2345428466796875,-0.6075592041015625,-0.0021726067643612623,-0.0142316659912467,0.0017787253018468618,2.362086510658252,55.60259024002763,37.41132491694191
2025-02-20 15:02:45 +0000,-0.808929443359375,0.1103057861328125,-0.572296142578125,0.02034601755440235,-0.012110458686947823,0.019145198166370392,2.232193136215199,55.602584369211634,37.411340307505796
2025-02-20 15:02:46 +0000,-0.82232666015625,0.1375579833984375,-0.58721923828125,-0.023877369239926338,-0.003357979701831937,-0.006022472400218248,2.232193136215199,55.60257429362584,37.411356076458496
2025-02-20 15:02:47 +0000,-0.815338134765625,0.1351470947265625,-0.5618743896484375,-0.029921147972345352,0.004637096077203751,-0.008247011341154575,8.358706569671078,55.60255234986518,37.411404996327576
2025-02-20 15:02:48 +0000,-0.746124267578125,0.027069091796875,-0.45330810546875,-0.0035217641852796078,-0.019537482410669327,0.039557263255119324,11.296971702574321,55.602528967775875,37.41145138358781
2025-02-20 15:02:49 +0000,-0.7765960693359375,0.1209259033203125,-0.588623046875,0.003802727675065398,-0.02989824488759041,-0.010360495187342167,11.29697170257432,55.60250756250128,37.41149398562001
2025-02-20 15:02:50 +0000,-0.7488555908203125,0.170745849609375,-0.596466064453125,-0.009829727932810783,0.05055239051580429,0.13326963782310486,14.029689502713449,55.602477251419536,37.411555409843665
2025-02-20 15:02:51 +0000,-0.6588592529296875,0.104522705078125,-0.4308013916015625,0.013802098110318184,0.0593288354575634,0.009689911268651485,18.285100364679277,55.60244339225978,37.41163214886119
2025-02-20 15:02:52 +0000,-0.7734222412109375,0.1724700927734375,-0.5916290283203125,0.0057319216430187225,-0.020972393453121185,-0.009190568700432777,21.067254066458446,55.602410218257816,37.411714278665826
